Topic1,Topic2,Topic3,Topic4
0.376498465577664,0.341958606623662,0.562673239627001,0.597481275760068
0.312401504712822,0.563560858722909,0.406692627123873,0.610337151468493
0.283353471741168,0.454870589423015,0.180765786863898,0.660427273129002
0.69438063334824,0.470556544103337,0.240551324280374,0.21850018902751
0.611398837061491,0.480665936250829,0.159713215759955,0.468096437237007
0.613451202315689,0.539118592049155,0.423697566383893,0.737600403905849
0.444360086603501,0.623345179699497,0.299135374217107,0.534648717663654
0.668393899945497,0.237269761243407,0.392842980194688,0.443272428807683
0.626102107467137,0.374186929609307,0.684264397513201,0.549219013530711
0.626911807228552,0.606313495880306,0.407639192890407,0.565545705531474
0.581581461081595,0.369767622590418,0.419324984392798,0.364781958617525
0.137950845860965,0.390976314140002,0.403037324723254,0.354985275040804
0.377781829621406,0.354201301734659,0.414330423084171,0.496676244647268
